family_id	family_name	root	leaf	entrez_gene_id	gene_symbol
362	WD repeat domain containing	1	1	81929	SEH1L
362	WD repeat domain containing	1	1	83743	GRWD1
362	WD repeat domain containing	1	1	83889	WDR87
362	WD repeat domain containing	1	1	84058	WDR54
362	WD repeat domain containing	1	1	84128	WDR75
362	WD repeat domain containing	1	1	84135	UTP15
362	WD repeat domain containing	1	1	84219	WDR24
362	WD repeat domain containing	1	1	84231	TRAF7
362	WD repeat domain containing	1	1	84261	FBXW9
362	WD repeat domain containing	1	1	84292	WDR83
362	WD repeat domain containing	1	1	84321	THOC3
362	WD repeat domain containing	1	1	84916	UTP4
362	WD repeat domain containing	1	1	84940	CORO6
362	WD repeat domain containing	1	1	84942	WDR73
362	WD repeat domain containing	1	1	89849	ATG16L2
362	WD repeat domain containing	1	1	89891	WDR34
362	WD repeat domain containing	1	1	90665	TBL1Y
362	WD repeat domain containing	1	1	91833	WDR20
362	WD repeat domain containing	1	1	92715	DPH7
362	WD repeat domain containing	1	1	92799	SHKBP1
362	WD repeat domain containing	1	1	93594	TBC1D31
362	WD repeat domain containing	1	1	112840	WDR89
362	WD repeat domain containing	1	1	114987	WDR31
362	WD repeat domain containing	1	1	115825	WDFY2
362	WD repeat domain containing	1	1	116143	WDR92
362	WD repeat domain containing	1	1	116966	WDR17
362	WD repeat domain containing	1	1	121441	NEDD1
362	WD repeat domain containing	1	1	124997	WDR81
362	WD repeat domain containing	1	1	126248	WDR88
362	WD repeat domain containing	1	1	126820	WDR63
362	WD repeat domain containing	1	1	128025	WDR64
362	WD repeat domain containing	1	1	134430	WDR36
362	WD repeat domain containing	1	1	134957	STXBP5
362	WD repeat domain containing	1	1	138009	DCAF4L2
362	WD repeat domain containing	1	1	139170	DCAF12L1
362	WD repeat domain containing	1	1	139425	DCAF8L1
362	WD repeat domain containing	1	1	144406	WDR66
362	WD repeat domain containing	1	1	146845	CFAP52
362	WD repeat domain containing	1	1	149465	CFAP57
362	WD repeat domain containing	1	1	151525	WDSUB1
362	WD repeat domain containing	1	1	151790	WDR49
362	WD repeat domain containing	1	1	161436	EML5
362	WD repeat domain containing	1	1	164781	DAW1
362	WD repeat domain containing	1	1	166979	CDC20B
362	WD repeat domain containing	1	1	197335	WDR90
362	WD repeat domain containing	1	1	222229	LRWD1
362	WD repeat domain containing	1	1	253769	WDR27
362	WD repeat domain containing	1	1	254065	BRWD3
362	WD repeat domain containing	1	1	256364	EML3
362	WD repeat domain containing	1	1	256764	WDR72
362	WD repeat domain containing	1	1	282809	POC1B
362	WD repeat domain containing	1	1	284403	WDR62
362	WD repeat domain containing	1	1	284434	NWD1
362	WD repeat domain containing	1	1	285231	FBXW12
362	WD repeat domain containing	1	1	285429	DCAF4L1
362	WD repeat domain containing	1	1	340390	WDR97
362	WD repeat domain containing	1	1	340578	DCAF12L2
362	WD repeat domain containing	1	1	347442	DCAF8L2
362	WD repeat domain containing	1	1	348793	WDR53
362	WD repeat domain containing	1	1	348995	NUP43
362	WD repeat domain containing	1	1	349136	WDR86
362	WD repeat domain containing	1	1	374286	CDRT1
362	WD repeat domain containing	1	1	388795	EFCAB8
362	WD repeat domain containing	1	1	400954	EML6
362	WD repeat domain containing	1	1	401551	WDR38
362	WD repeat domain containing	1	1	100873795	WDR95P
363	UDP glucuronosyltransferases	0	1	7361	UGT1A
363	UDP glucuronosyltransferases	0	1	7363	UGT2B4
363	UDP glucuronosyltransferases	0	1	7364	UGT2B7
363	UDP glucuronosyltransferases	0	1	7365	UGT2B10
363	UDP glucuronosyltransferases	0	1	7366	UGT2B15
363	UDP glucuronosyltransferases	0	1	7367	UGT2B17
363	UDP glucuronosyltransferases	0	1	7368	UGT8
363	UDP glucuronosyltransferases	0	1	10720	UGT2B11
363	UDP glucuronosyltransferases	0	1	10941	UGT2A1
363	UDP glucuronosyltransferases	0	1	54490	UGT2B28
363	UDP glucuronosyltransferases	0	1	54568	UGT2B29P
363	UDP glucuronosyltransferases	0	1	54569	UGT2B27P
363	UDP glucuronosyltransferases	0	1	54570	UGT2B26P
363	UDP glucuronosyltransferases	0	1	54571	UGT2B25P
363	UDP glucuronosyltransferases	0	1	54572	UGT2B24P
363	UDP glucuronosyltransferases	0	1	54573	UGT1A12P
363	UDP glucuronosyltransferases	0	1	54574	UGT1A11P
363	UDP glucuronosyltransferases	0	1	54575	UGT1A10
363	UDP glucuronosyltransferases	0	1	54576	UGT1A8
363	UDP glucuronosyltransferases	0	1	54577	UGT1A7
363	UDP glucuronosyltransferases	0	1	54578	UGT1A6
363	UDP glucuronosyltransferases	0	1	54579	UGT1A5
363	UDP glucuronosyltransferases	0	1	54580	UGT1A2P
363	UDP glucuronosyltransferases	0	1	54600	UGT1A9
363	UDP glucuronosyltransferases	0	1	54657	UGT1A4
363	UDP glucuronosyltransferases	0	1	54658	UGT1A1
363	UDP glucuronosyltransferases	0	1	54659	UGT1A3
363	UDP glucuronosyltransferases	0	1	79799	UGT2A3
363	UDP glucuronosyltransferases	0	1	133688	UGT3A1
363	UDP glucuronosyltransferases	0	1	167127	UGT3A2
363	UDP glucuronosyltransferases	0	1	404204	UGT1A13P
363	UDP glucuronosyltransferases	0	1	574537	UGT2A2
364	UBX domain containing	1	1	7993	UBXN8
364	UBX domain containing	1	1	11124	FAF1
364	UBX domain containing	1	1	23190	UBXN4
364	UBX domain containing	1	1	23197	FAF2
364	UBX domain containing	1	1	26043	UBXN7
364	UBX domain containing	1	1	51035	UBXN1
364	UBX domain containing	1	1	55968	NSFL1C
364	UBX domain containing	1	1	79058	ASPSCR1
364	UBX domain containing	1	1	80700	UBXN6
364	UBX domain containing	1	1	91544	UBXN11
364	UBX domain containing	1	1	127733	UBXN10
364	UBX domain containing	1	1	137886	UBXN2B
364	UBX domain containing	1	1	165324	UBXN2A
365	U-box domain containing	1	1	9354	UBE4A
365	U-box domain containing	1	1	10273	STUB1
365	U-box domain containing	1	1	10277	UBE4B
365	U-box domain containing	1	1	22888	UBOX5
365	U-box domain containing	1	1	23759	PPIL2
365	U-box domain containing	1	1	27339	PRPF19
365	U-box domain containing	1	1	151525	WDSUB1
366	Ubiquitin specific peptidases	0	1	1540	CYLD
366	Ubiquitin specific peptidases	0	1	7375	USP4
366	Ubiquitin specific peptidases	0	1	7398	USP1
366	Ubiquitin specific peptidases	0	1	7874	USP7
366	Ubiquitin specific peptidases	0	1	8078	USP5
366	Ubiquitin specific peptidases	0	1	8237	USP11
366	Ubiquitin specific peptidases	0	1	8239	USP9X
366	Ubiquitin specific peptidases	0	1	8287	USP9Y
366	Ubiquitin specific peptidases	0	1	8975	USP13
366	Ubiquitin specific peptidases	0	1	9097	USP14
366	Ubiquitin specific peptidases	0	1	9098	USP6
366	Ubiquitin specific peptidases	0	1	9099	USP2
366	Ubiquitin specific peptidases	0	1	9100	USP10
366	Ubiquitin specific peptidases	0	1	9101	USP8
366	Ubiquitin specific peptidases	0	1	9736	USP34
366	Ubiquitin specific peptidases	0	1	9924	PAN2
366	Ubiquitin specific peptidases	0	1	9958	USP15
366	Ubiquitin specific peptidases	0	1	9960	USP3
366	Ubiquitin specific peptidases	0	1	10208	USPL1
366	Ubiquitin specific peptidases	0	1	10600	USP16
366	Ubiquitin specific peptidases	0	1	10713	USP39
366	Ubiquitin specific peptidases	0	1	10868	USP20
366	Ubiquitin specific peptidases	0	1	10869	USP19
366	Ubiquitin specific peptidases	0	1	11274	USP18
366	Ubiquitin specific peptidases	0	1	23032	USP33
366	Ubiquitin specific peptidases	0	1	23326	USP22
366	Ubiquitin specific peptidases	0	1	23358	USP24
366	Ubiquitin specific peptidases	0	1	25862	USP49
366	Ubiquitin specific peptidases	0	1	27005	USP21
366	Ubiquitin specific peptidases	0	1	29761	USP25
366	Ubiquitin specific peptidases	0	1	54532	USP53
366	Ubiquitin specific peptidases	0	1	55031	USP47
366	Ubiquitin specific peptidases	0	1	55230	USP40
366	Ubiquitin specific peptidases	0	1	57478	USP31
366	Ubiquitin specific peptidases	0	1	57558	USP35
366	Ubiquitin specific peptidases	0	1	57602	USP36
366	Ubiquitin specific peptidases	0	1	57646	USP28
366	Ubiquitin specific peptidases	0	1	57663	USP29
366	Ubiquitin specific peptidases	0	1	57695	USP37
366	Ubiquitin specific peptidases	0	1	64854	USP46
366	Ubiquitin specific peptidases	0	1	83844	USP26
366	Ubiquitin specific peptidases	0	1	84101	USP44
366	Ubiquitin specific peptidases	0	1	84132	USP42
366	Ubiquitin specific peptidases	0	1	84196	USP48
366	Ubiquitin specific peptidases	0	1	84640	USP38
366	Ubiquitin specific peptidases	0	1	84669	USP32
366	Ubiquitin specific peptidases	0	1	84749	USP30
366	Ubiquitin specific peptidases	0	1	85015	USP45
366	Ubiquitin specific peptidases	0	1	124739	USP43
366	Ubiquitin specific peptidases	0	1	158880	USP51
366	Ubiquitin specific peptidases	0	1	159195	USP54
366	Ubiquitin specific peptidases	0	1	219333	USP12
366	Ubiquitin specific peptidases	0	1	373509	USP50
366	Ubiquitin specific peptidases	0	1	373856	USP41
366	Ubiquitin specific peptidases	0	1	377630	USP17L2
366	Ubiquitin specific peptidases	0	1	389856	USP27X
367	Vestigial like family	1	1	9686	VGLL4
367	Vestigial like family	1	1	51442	VGLL1
367	Vestigial like family	1	1	245806	VGLL2
367	Vestigial like family	1	1	389136	VGLL3
368	Variable charge X/Y family	1	1	9084	VCY
368	Variable charge X/Y family	1	1	26609	VCX
368	Variable charge X/Y family	1	1	51480	VCX2
368	Variable charge X/Y family	1	1	51481	VCX3A
368	Variable charge X/Y family	1	1	353513	VCY1B
368	Variable charge X/Y family	1	1	425054	VCX3B
370	T cell receptors	1	0	6955	TRA
370	T cell receptors	1	0	6956	TRAV6
370	T cell receptors	1	0	6957	TRB
370	T cell receptors	1	0	6958	TRBV29OR9-2
370	T cell receptors	1	0	6959	TRBV21OR9-2
370	T cell receptors	1	0	6960	TRBV25OR9-2
370	T cell receptors	1	0	6961	TRBV24OR9-2
370	T cell receptors	1	0	6962	TRBV20OR9-2
370	T cell receptors	1	0	6964	TRD
370	T cell receptors	1	0	6965	TRG
370	T cell receptors	1	0	6966	TRGC1
370	T cell receptors	1	0	6967	TRGC2
370	T cell receptors	1	0	6968	TRGJ1
370	T cell receptors	1	0	6969	TRGJ2
370	T cell receptors	1	0	6970	TRGJP
370	T cell receptors	1	0	6971	TRGJP1
370	T cell receptors	1	0	6972	TRGJP2
370	T cell receptors	1	0	6973	TRGV1
370	T cell receptors	1	0	6974	TRGV2
370	T cell receptors	1	0	6976	TRGV3
370	T cell receptors	1	0	6977	TRGV4
370	T cell receptors	1	0	6978	TRGV5
370	T cell receptors	1	0	6979	TRGV5P
370	T cell receptors	1	0	6980	TRGV6
370	T cell receptors	1	0	6981	TRGV7
370	T cell receptors	1	0	6982	TRGV8
370	T cell receptors	1	0	6983	TRGV9
370	T cell receptors	1	0	6984	TRGV10
370	T cell receptors	1	0	6985	TRGV11
370	T cell receptors	1	0	6986	TRGVA
370	T cell receptors	1	0	6987	TRGVB
370	T cell receptors	1	0	28516	TRDV3
370	T cell receptors	1	0	28517	TRDV2
370	T cell receptors	1	0	28518	TRDV1
370	T cell receptors	1	0	28519	TRDJ4
370	T cell receptors	1	0	28520	TRDJ3
370	T cell receptors	1	0	28521	TRDJ2
370	T cell receptors	1	0	28522	TRDJ1
370	T cell receptors	1	0	28523	TRDD3
370	T cell receptors	1	0	28524	TRDD2
370	T cell receptors	1	0	28525	TRDD1
370	T cell receptors	1	0	28526	TRDC
370	T cell receptors	1	0	28552	TRBV23OR9-2
370	T cell receptors	1	0	28555	TRBVB
370	T cell receptors	1	0	28556	TRBVA
370	T cell receptors	1	0	28557	TRBV30
370	T cell receptors	1	0	28558	TRBV29-1
370	T cell receptors	1	0	28559	TRBV28
370	T cell receptors	1	0	28560	TRBV27
370	T cell receptors	1	0	28561	TRBV26
370	T cell receptors	1	0	28562	TRBV25-1
370	T cell receptors	1	0	28563	TRBV24-1
370	T cell receptors	1	0	28564	TRBV23-1
370	T cell receptors	1	0	28565	TRBV22-1
370	T cell receptors	1	0	28566	TRBV21-1
370	T cell receptors	1	0	28567	TRBV20-1
370	T cell receptors	1	0	28568	TRBV19
370	T cell receptors	1	0	28569	TRBV18
370	T cell receptors	1	0	28570	TRBV17
370	T cell receptors	1	0	28571	TRBV16
370	T cell receptors	1	0	28572	TRBV15
370	T cell receptors	1	0	28573	TRBV14
370	T cell receptors	1	0	28574	TRBV13
370	T cell receptors	1	0	28575	TRBV12-5
370	T cell receptors	1	0	28576	TRBV12-4
370	T cell receptors	1	0	28577	TRBV12-3
370	T cell receptors	1	0	28578	TRBV12-2
370	T cell receptors	1	0	28579	TRBV12-1
370	T cell receptors	1	0	28580	TRBV11-3
370	T cell receptors	1	0	28581	TRBV11-2
370	T cell receptors	1	0	28582	TRBV11-1
370	T cell receptors	1	0	28583	TRBV10-3
370	T cell receptors	1	0	28584	TRBV10-2
370	T cell receptors	1	0	28585	TRBV10-1
370	T cell receptors	1	0	28586	TRBV9
370	T cell receptors	1	0	28587	TRBV8-2
370	T cell receptors	1	0	28588	TRBV8-1
370	T cell receptors	1	0	28589	TRBV7-9
370	T cell receptors	1	0	28590	TRBV7-8
370	T cell receptors	1	0	28591	TRBV7-7
370	T cell receptors	1	0	28592	TRBV7-6
370	T cell receptors	1	0	28593	TRBV7-5
370	T cell receptors	1	0	28594	TRBV7-4
370	T cell receptors	1	0	28595	TRBV7-3
370	T cell receptors	1	0	28596	TRBV7-2
370	T cell receptors	1	0	28597	TRBV7-1
370	T cell receptors	1	0	28598	TRBV6-9
370	T cell receptors	1	0	28599	TRBV6-8
370	T cell receptors	1	0	28600	TRBV6-7
370	T cell receptors	1	0	28601	TRBV6-6
370	T cell receptors	1	0	28602	TRBV6-5
370	T cell receptors	1	0	28603	TRBV6-4
370	T cell receptors	1	0	28604	TRBV6-3
370	T cell receptors	1	0	28605	TRBV6-2
370	T cell receptors	1	0	28606	TRBV6-1
370	T cell receptors	1	0	28607	TRBV5-8
370	T cell receptors	1	0	28608	TRBV5-7
370	T cell receptors	1	0	28609	TRBV5-6
370	T cell receptors	1	0	28610	TRBV5-5
370	T cell receptors	1	0	28611	TRBV5-4
370	T cell receptors	1	0	28612	TRBV5-3
370	T cell receptors	1	0	28613	TRBV5-2
370	T cell receptors	1	0	28614	TRBV5-1
370	T cell receptors	1	0	28615	TRBV4-3
370	T cell receptors	1	0	28616	TRBV4-2
370	T cell receptors	1	0	28617	TRBV4-1
370	T cell receptors	1	0	28618	TRBV3-2
370	T cell receptors	1	0	28619	TRBV3-1
370	T cell receptors	1	0	28620	TRBV2
370	T cell receptors	1	0	28621	TRBV1
370	T cell receptors	1	0	28622	TRBJ2-7
370	T cell receptors	1	0	28623	TRBJ2-6
370	T cell receptors	1	0	28624	TRBJ2-5
370	T cell receptors	1	0	28625	TRBJ2-4
370	T cell receptors	1	0	28626	TRBJ2-3
370	T cell receptors	1	0	28627	TRBJ2-2P
370	T cell receptors	1	0	28628	TRBJ2-2
370	T cell receptors	1	0	28629	TRBJ2-1
370	T cell receptors	1	0	28630	TRBJ1-6
370	T cell receptors	1	0	28631	TRBJ1-5
370	T cell receptors	1	0	28632	TRBJ1-4
370	T cell receptors	1	0	28633	TRBJ1-3
370	T cell receptors	1	0	28634	TRBJ1-2
370	T cell receptors	1	0	28635	TRBJ1-1
370	T cell receptors	1	0	28636	TRBD2
370	T cell receptors	1	0	28637	TRBD1
370	T cell receptors	1	0	28638	TRBC2
370	T cell receptors	1	0	28639	TRBC1
370	T cell receptors	1	0	28640	TRAV41
370	T cell receptors	1	0	28641	TRAV40
370	T cell receptors	1	0	28642	TRAV39
370	T cell receptors	1	0	28643	TRAV38-2DV8
370	T cell receptors	1	0	28644	TRAV38-1
370	T cell receptors	1	0	28645	TRAV37
370	T cell receptors	1	0	28646	TRAV36DV7
370	T cell receptors	1	0	28647	TRAV35
370	T cell receptors	1	0	28648	TRAV34
370	T cell receptors	1	0	28649	TRAV33
370	T cell receptors	1	0	28650	TRAV32
370	T cell receptors	1	0	28651	TRAV31
370	T cell receptors	1	0	28652	TRAV30
370	T cell receptors	1	0	28653	TRAV29DV5
370	T cell receptors	1	0	28654	TRAV28
370	T cell receptors	1	0	28655	TRAV27
370	T cell receptors	1	0	28656	TRAV26-2
370	T cell receptors	1	0	28657	TRAV26-1
370	T cell receptors	1	0	28658	TRAV25
370	T cell receptors	1	0	28659	TRAV24
370	T cell receptors	1	0	28660	TRAV23DV6
370	T cell receptors	1	0	28661	TRAV22
370	T cell receptors	1	0	28662	TRAV21
370	T cell receptors	1	0	28663	TRAV20
370	T cell receptors	1	0	28664	TRAV19
370	T cell receptors	1	0	28665	TRAV18
370	T cell receptors	1	0	28666	TRAV17
370	T cell receptors	1	0	28667	TRAV16
370	T cell receptors	1	0	28668	TRAV15
370	T cell receptors	1	0	28669	TRAV14DV4
370	T cell receptors	1	0	28670	TRAV13-2
370	T cell receptors	1	0	28671	TRAV13-1
370	T cell receptors	1	0	28672	TRAV12-3
370	T cell receptors	1	0	28673	TRAV12-2
370	T cell receptors	1	0	28674	TRAV12-1
370	T cell receptors	1	0	28675	TRAV11
370	T cell receptors	1	0	28676	TRAV10
370	T cell receptors	1	0	28677	TRAV9-2
370	T cell receptors	1	0	28678	TRAV9-1
370	T cell receptors	1	0	28679	TRAV8-7
370	T cell receptors	1	0	28680	TRAV8-6
370	T cell receptors	1	0	28681	TRAV8-5
370	T cell receptors	1	0	28682	TRAV8-4
370	T cell receptors	1	0	28683	TRAV8-3
370	T cell receptors	1	0	28684	TRAV8-2
370	T cell receptors	1	0	28685	TRAV8-1
370	T cell receptors	1	0	28686	TRAV7
370	T cell receptors	1	0	28688	TRAV5
370	T cell receptors	1	0	28689	TRAV4
370	T cell receptors	1	0	28690	TRAV3
370	T cell receptors	1	0	28691	TRAV2
370	T cell receptors	1	0	28692	TRAV1-2
370	T cell receptors	1	0	28693	TRAV1-1
370	T cell receptors	1	0	28694	TRAJ61
370	T cell receptors	1	0	28695	TRAJ60
370	T cell receptors	1	0	28696	TRAJ59
370	T cell receptors	1	0	28697	TRAJ58
370	T cell receptors	1	0	28698	TRAJ57
370	T cell receptors	1	0	28699	TRAJ56
370	T cell receptors	1	0	28700	TRAJ55
370	T cell receptors	1	0	28701	TRAJ54
370	T cell receptors	1	0	28702	TRAJ53
370	T cell receptors	1	0	28703	TRAJ52
370	T cell receptors	1	0	28704	TRAJ51
370	T cell receptors	1	0	28705	TRAJ50
370	T cell receptors	1	0	28706	TRAJ49
370	T cell receptors	1	0	28707	TRAJ48
370	T cell receptors	1	0	28708	TRAJ47
370	T cell receptors	1	0	28709	TRAJ46
370	T cell receptors	1	0	28710	TRAJ45
370	T cell receptors	1	0	28711	TRAJ44
370	T cell receptors	1	0	28712	TRAJ43
370	T cell receptors	1	0	28713	TRAJ42
370	T cell receptors	1	0	28714	TRAJ41
370	T cell receptors	1	0	28715	TRAJ40
370	T cell receptors	1	0	28716	TRAJ39
370	T cell receptors	1	0	28717	TRAJ38
370	T cell receptors	1	0	28718	TRAJ37
370	T cell receptors	1	0	28719	TRAJ36
370	T cell receptors	1	0	28720	TRAJ35
370	T cell receptors	1	0	28721	TRAJ34
370	T cell receptors	1	0	28722	TRAJ33
370	T cell receptors	1	0	28723	TRAJ32
370	T cell receptors	1	0	28724	TRAJ31
370	T cell receptors	1	0	28725	TRAJ30
370	T cell receptors	1	0	28726	TRAJ29
370	T cell receptors	1	0	28727	TRAJ28
370	T cell receptors	1	0	28728	TRAJ27
370	T cell receptors	1	0	28729	TRAJ26
370	T cell receptors	1	0	28730	TRAJ25
370	T cell receptors	1	0	28731	TRAJ24
370	T cell receptors	1	0	28732	TRAJ23
370	T cell receptors	1	0	28733	TRAJ22
370	T cell receptors	1	0	28734	TRAJ21
370	T cell receptors	1	0	28735	TRAJ20
370	T cell receptors	1	0	28736	TRAJ19
370	T cell receptors	1	0	28737	TRAJ18
370	T cell receptors	1	0	28738	TRAJ17
370	T cell receptors	1	0	28739	TRAJ16
370	T cell receptors	1	0	28740	TRAJ15
370	T cell receptors	1	0	28741	TRAJ14
370	T cell receptors	1	0	28742	TRAJ13
370	T cell receptors	1	0	28743	TRAJ12
370	T cell receptors	1	0	28744	TRAJ11
370	T cell receptors	1	0	28745	TRAJ10
370	T cell receptors	1	0	28746	TRAJ9
370	T cell receptors	1	0	28747	TRAJ8
370	T cell receptors	1	0	28748	TRAJ7
370	T cell receptors	1	0	28749	TRAJ6
370	T cell receptors	1	0	28750	TRAJ5
370	T cell receptors	1	0	28751	TRAJ4
370	T cell receptors	1	0	28752	TRAJ3
370	T cell receptors	1	0	28753	TRAJ2
370	T cell receptors	1	0	28754	TRAJ1
370	T cell receptors	1	0	28755	TRAC
370	T cell receptors	1	0	246283	TRBV22OR9-2
370	T cell receptors	1	0	246285	TRBV26OR9-2
370	T cell receptors	1	0	246286	TRBVAOR9-2
370	T cell receptors	1	0	103106900	TRBVC
371	T-cell receptor alpha locus at 14q11.2	0	1	6955	TRA
371	T-cell receptor alpha locus at 14q11.2	0	1	6956	TRAV6
371	T-cell receptor alpha locus at 14q11.2	0	1	28640	TRAV41
371	T-cell receptor alpha locus at 14q11.2	0	1	28641	TRAV40
371	T-cell receptor alpha locus at 14q11.2	0	1	28642	TRAV39
371	T-cell receptor alpha locus at 14q11.2	0	1	28643	TRAV38-2DV8
371	T-cell receptor alpha locus at 14q11.2	0	1	28644	TRAV38-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28645	TRAV37
371	T-cell receptor alpha locus at 14q11.2	0	1	28646	TRAV36DV7
371	T-cell receptor alpha locus at 14q11.2	0	1	28647	TRAV35
371	T-cell receptor alpha locus at 14q11.2	0	1	28648	TRAV34
371	T-cell receptor alpha locus at 14q11.2	0	1	28649	TRAV33
371	T-cell receptor alpha locus at 14q11.2	0	1	28650	TRAV32
371	T-cell receptor alpha locus at 14q11.2	0	1	28651	TRAV31
371	T-cell receptor alpha locus at 14q11.2	0	1	28652	TRAV30
371	T-cell receptor alpha locus at 14q11.2	0	1	28653	TRAV29DV5
371	T-cell receptor alpha locus at 14q11.2	0	1	28654	TRAV28
371	T-cell receptor alpha locus at 14q11.2	0	1	28655	TRAV27
371	T-cell receptor alpha locus at 14q11.2	0	1	28656	TRAV26-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28657	TRAV26-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28658	TRAV25
371	T-cell receptor alpha locus at 14q11.2	0	1	28659	TRAV24
371	T-cell receptor alpha locus at 14q11.2	0	1	28660	TRAV23DV6
371	T-cell receptor alpha locus at 14q11.2	0	1	28661	TRAV22
371	T-cell receptor alpha locus at 14q11.2	0	1	28662	TRAV21
371	T-cell receptor alpha locus at 14q11.2	0	1	28663	TRAV20
371	T-cell receptor alpha locus at 14q11.2	0	1	28664	TRAV19
371	T-cell receptor alpha locus at 14q11.2	0	1	28665	TRAV18
371	T-cell receptor alpha locus at 14q11.2	0	1	28666	TRAV17
371	T-cell receptor alpha locus at 14q11.2	0	1	28667	TRAV16
371	T-cell receptor alpha locus at 14q11.2	0	1	28668	TRAV15
371	T-cell receptor alpha locus at 14q11.2	0	1	28669	TRAV14DV4
371	T-cell receptor alpha locus at 14q11.2	0	1	28670	TRAV13-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28671	TRAV13-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28672	TRAV12-3
371	T-cell receptor alpha locus at 14q11.2	0	1	28673	TRAV12-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28674	TRAV12-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28675	TRAV11
371	T-cell receptor alpha locus at 14q11.2	0	1	28676	TRAV10
371	T-cell receptor alpha locus at 14q11.2	0	1	28677	TRAV9-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28678	TRAV9-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28679	TRAV8-7
371	T-cell receptor alpha locus at 14q11.2	0	1	28680	TRAV8-6
371	T-cell receptor alpha locus at 14q11.2	0	1	28681	TRAV8-5
371	T-cell receptor alpha locus at 14q11.2	0	1	28682	TRAV8-4
371	T-cell receptor alpha locus at 14q11.2	0	1	28683	TRAV8-3
371	T-cell receptor alpha locus at 14q11.2	0	1	28684	TRAV8-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28685	TRAV8-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28686	TRAV7
371	T-cell receptor alpha locus at 14q11.2	0	1	28688	TRAV5
371	T-cell receptor alpha locus at 14q11.2	0	1	28689	TRAV4
371	T-cell receptor alpha locus at 14q11.2	0	1	28690	TRAV3
371	T-cell receptor alpha locus at 14q11.2	0	1	28691	TRAV2
371	T-cell receptor alpha locus at 14q11.2	0	1	28692	TRAV1-2
371	T-cell receptor alpha locus at 14q11.2	0	1	28693	TRAV1-1
371	T-cell receptor alpha locus at 14q11.2	0	1	28694	TRAJ61
371	T-cell receptor alpha locus at 14q11.2	0	1	28695	TRAJ60
371	T-cell receptor alpha locus at 14q11.2	0	1	28696	TRAJ59
371	T-cell receptor alpha locus at 14q11.2	0	1	28697	TRAJ58
371	T-cell receptor alpha locus at 14q11.2	0	1	28698	TRAJ57
371	T-cell receptor alpha locus at 14q11.2	0	1	28699	TRAJ56
371	T-cell receptor alpha locus at 14q11.2	0	1	28700	TRAJ55
371	T-cell receptor alpha locus at 14q11.2	0	1	28701	TRAJ54
371	T-cell receptor alpha locus at 14q11.2	0	1	28702	TRAJ53
371	T-cell receptor alpha locus at 14q11.2	0	1	28703	TRAJ52
371	T-cell receptor alpha locus at 14q11.2	0	1	28704	TRAJ51
371	T-cell receptor alpha locus at 14q11.2	0	1	28705	TRAJ50
371	T-cell receptor alpha locus at 14q11.2	0	1	28706	TRAJ49
371	T-cell receptor alpha locus at 14q11.2	0	1	28707	TRAJ48
371	T-cell receptor alpha locus at 14q11.2	0	1	28708	TRAJ47
371	T-cell receptor alpha locus at 14q11.2	0	1	28709	TRAJ46
371	T-cell receptor alpha locus at 14q11.2	0	1	28710	TRAJ45
371	T-cell receptor alpha locus at 14q11.2	0	1	28711	TRAJ44
371	T-cell receptor alpha locus at 14q11.2	0	1	28712	TRAJ43
371	T-cell receptor alpha locus at 14q11.2	0	1	28713	TRAJ42
371	T-cell receptor alpha locus at 14q11.2	0	1	28714	TRAJ41
371	T-cell receptor alpha locus at 14q11.2	0	1	28715	TRAJ40
371	T-cell receptor alpha locus at 14q11.2	0	1	28716	TRAJ39
371	T-cell receptor alpha locus at 14q11.2	0	1	28717	TRAJ38
371	T-cell receptor alpha locus at 14q11.2	0	1	28718	TRAJ37
371	T-cell receptor alpha locus at 14q11.2	0	1	28719	TRAJ36
371	T-cell receptor alpha locus at 14q11.2	0	1	28720	TRAJ35
371	T-cell receptor alpha locus at 14q11.2	0	1	28721	TRAJ34
371	T-cell receptor alpha locus at 14q11.2	0	1	28722	TRAJ33
371	T-cell receptor alpha locus at 14q11.2	0	1	28723	TRAJ32
371	T-cell receptor alpha locus at 14q11.2	0	1	28724	TRAJ31
371	T-cell receptor alpha locus at 14q11.2	0	1	28725	TRAJ30
371	T-cell receptor alpha locus at 14q11.2	0	1	28726	TRAJ29
371	T-cell receptor alpha locus at 14q11.2	0	1	28727	TRAJ28
371	T-cell receptor alpha locus at 14q11.2	0	1	28728	TRAJ27
371	T-cell receptor alpha locus at 14q11.2	0	1	28729	TRAJ26
371	T-cell receptor alpha locus at 14q11.2	0	1	28730	TRAJ25
371	T-cell receptor alpha locus at 14q11.2	0	1	28731	TRAJ24
371	T-cell receptor alpha locus at 14q11.2	0	1	28732	TRAJ23
